timestamp,node_id,requests_total,failures_total,elections_won,tasks_executed_local,tasks_executed_delegated,delegated_sent_total,latency_avg_ms
1762078925,2,1,0,0,1,0,0,0.297
1762078930,2,1,0,0,1,0,0,0.297
1762078935,2,1,0,0,1,0,0,0.297
1762078940,2,1,0,0,1,0,0,0.297
1762078945,2,1,0,0,1,0,0,0.297
1762078950,2,1,0,0,1,0,0,0.297
1762078955,2,1,0,0,1,0,0,0.297
1762078960,2,1,0,0,1,0,0,0.297
1762078965,2,1,0,0,1,0,0,0.297
1762078970,2,1,0,0,1,0,0,0.297
1762078975,2,1,0,0,1,0,0,0.297
1762078980,2,1,0,0,1,0,0,0.297
1762078985,2,1,0,0,1,0,0,0.297
1762078990,2,1,0,0,1,0,0,0.297
1762078995,2,1,0,0,1,0,0,0.297
1762079000,2,1,0,0,1,0,0,0.297
1762079005,2,1,0,0,1,0,0,0.297
1762079010,2,1,0,0,1,0,0,0.297
1762079015,2,1,0,0,1,0,0,0.297
1762079020,2,1,0,0,1,0,0,0.297
1762079025,2,1,0,0,1,0,0,0.297
1762079030,2,1,0,0,1,0,0,0.297
1762079035,2,1,0,0,1,0,0,0.297
1762079040,2,1,0,0,1,0,0,0.297
1762079045,2,1,0,0,1,0,0,0.297
1762079050,2,1,0,0,1,0,0,0.297
1762079055,2,1,0,0,1,0,0,0.297
1762079060,2,1,0,0,1,0,0,0.297
1762079065,2,1,0,0,1,0,0,0.297
1762079070,2,1,0,0,1,0,0,0.297
1762079075,2,1,0,0,1,0,0,0.297
1762079080,2,1,0,0,1,0,0,0.297
1762079085,2,1,0,0,1,0,0,0.297
1762079090,2,1,0,0,1,0,0,0.297
1762079095,2,1,0,0,1,0,0,0.297
1762079100,2,1,0,0,1,0,0,0.297
1762079105,2,1,0,0,1,0,0,0.297
1762079110,2,1,0,0,1,0,0,0.297
1762079115,2,1,0,0,1,0,0,0.297
1762079120,2,1,0,0,1,0,0,0.297
1762079125,2,1,0,0,1,0,0,0.297
1762079130,2,1,0,0,1,0,0,0.297
1762079135,2,1,0,0,1,0,0,0.297
1762079140,2,1,0,0,1,0,0,0.297
1762079145,2,1,0,0,1,0,0,0.297
1762079150,2,1,0,0,1,0,0,0.297
1762079155,2,1,0,0,1,0,0,0.297
1762079160,2,1,0,0,1,0,0,0.297
1762079165,2,1,0,0,1,0,0,0.297
1762079170,2,1,0,0,1,0,0,0.297
1762079175,2,1,0,0,1,0,0,0.297
1762079180,2,1,0,0,1,0,0,0.297
1762079185,2,1,0,0,1,0,0,0.297
1762079190,2,1,0,0,1,0,0,0.297
1762079195,2,1,0,0,1,0,0,0.297
1762079200,2,1,0,0,1,0,0,0.297
1762079205,2,1,0,0,1,0,0,0.297
1762079210,2,1,0,0,1,0,0,0.297
1762079215,2,1,0,0,1,0,0,0.297
1763240002,2,0,0,0,0,0,0,0.00,0
1763240007,2,0,0,0,53,0,0,0.00,0
1763240012,2,100,0,0,108,0,0,0.01,0
1763240017,2,200,0,0,165,0,0,0.01,0
1763240022,2,200,0,0,165,0,0,0.01,0
1763240027,2,200,0,0,165,0,0,0.01,0
1763240032,2,200,0,0,165,0,0,0.01,0
1763240037,2,200,0,0,165,0,0,0.01,0
1763240042,2,200,0,0,165,0,0,0.01,0
1763240047,2,200,0,0,165,0,0,0.01,0
1763240052,2,200,0,0,165,0,0,0.01,0
1763240057,2,200,0,0,165,0,0,0.01,0
1763240062,2,200,0,0,165,0,0,0.01,0
1763240067,2,200,0,0,165,0,0,0.01,0
1763240072,2,200,0,0,165,0,0,0.01,0
1763240077,2,200,0,0,165,0,0,0.01,0
1763240082,2,200,0,0,165,0,0,0.01,0
1763240087,2,200,0,0,165,0,0,0.01,0
1763240216,2,0,0,0,0,0,0,0.00,0
1763240221,2,0,0,0,52,0,0,0.00,0
1763240226,2,100,0,0,105,0,0,0.01,0
1763240231,2,200,0,0,157,0,0,0.01,0
1763240236,2,200,0,0,157,0,0,0.01,0
1763240241,2,200,0,0,157,0,0,0.01,0
1763240246,2,200,0,0,157,0,0,0.01,0
1763240251,2,200,0,0,157,0,0,0.01,0
1763240256,2,200,0,0,157,0,0,0.01,0
1763240261,2,200,0,0,157,0,0,0.01,0
1763240266,2,200,0,0,158,0,0,0.01,0
1763240271,2,200,0,0,158,0,0,0.01,0
1763240276,2,200,0,0,158,0,0,0.01,0
1763240281,2,200,0,0,158,0,0,0.01,0
1763240286,2,200,0,0,158,0,0,0.01,0
1763240291,2,200,0,0,158,0,0,0.01,0
1763240296,2,200,0,0,158,0,0,0.01,0
1763240301,2,200,0,0,158,0,0,0.01,0
1763240306,2,200,0,0,158,0,0,0.01,0
1763240311,2,200,0,0,158,0,0,0.01,0
1763240316,2,200,0,0,158,0,0,0.01,0
1763240321,2,200,0,0,158,0,0,0.01,0
1763240326,2,200,0,0,158,0,0,0.01,0
1763240331,2,200,0,0,158,0,0,0.01,0
1763240336,2,200,0,0,158,0,0,0.01,0
1763240341,2,200,0,0,158,0,0,0.01,0
1763240346,2,200,0,0,158,0,0,0.01,0
1763240351,2,200,0,0,158,0,0,0.01,0
1763240356,2,200,0,0,158,0,0,0.01,0
1763240361,2,200,0,0,158,0,0,0.01,0
1763240366,2,200,0,0,158,0,0,0.01,0
1763240371,2,200,0,0,158,0,0,0.01,0
1763240376,2,200,0,0,158,0,0,0.01,0
1763240381,2,200,0,0,158,0,0,0.01,0
1763240386,2,200,0,0,158,0,0,0.01,0
1763240391,2,200,0,0,158,0,0,0.01,0
1763240396,2,200,0,0,158,0,0,0.01,0
1763240401,2,200,0,0,158,0,0,0.01,0
1763240406,2,200,0,0,158,0,0,0.01,0
1763240411,2,200,0,0,158,0,0,0.01,0
1763325642,2,0,0,0,0,0,0,0.00,0
1763325647,2,0,0,0,50,0,0,0.00,0
1763325652,2,100,0,0,105,0,0,0.00,0
1763325657,2,200,0,0,149,0,0,0.00,0
1763325662,2,200,0,0,149,0,0,0.00,0
1763325667,2,200,0,0,149,0,0,0.00,0
1763325672,2,200,0,0,149,0,0,0.00,0
1763325677,2,200,0,0,149,0,0,0.00,0
1763325682,2,200,0,0,149,0,0,0.00,0
1763325687,2,200,0,0,149,0,0,0.00,0
1763325692,2,200,0,0,149,0,0,0.00,0
1763325697,2,200,0,0,149,0,0,0.00,0
1763325702,2,200,0,0,149,0,0,0.00,0
1763325707,2,200,0,0,149,0,0,0.00,0
1763325712,2,200,0,0,149,0,0,0.00,0
1763325717,2,200,0,0,149,0,0,0.00,0
1763325722,2,200,0,0,149,0,0,0.00,0
1763325727,2,200,0,0,149,0,0,0.00,0
1763325732,2,200,0,0,149,0,0,0.00,0
1763325737,2,200,0,0,149,0,0,0.00,0
1763325742,2,200,0,0,149,0,0,0.00,0
1763325747,2,200,0,0,149,0,0,0.00,0
1763325752,2,200,0,0,149,0,0,0.00,0
1763325757,2,200,0,0,149,0,0,0.00,0
1763325762,2,200,0,0,149,0,0,0.00,0
1763325767,2,200,0,0,149,0,0,0.00,0
1763325772,2,200,0,0,149,0,0,0.00,0
1763325777,2,200,0,0,149,0,0,0.00,0
1763325782,2,200,0,0,149,0,0,0.00,0
1763325787,2,200,0,0,149,0,0,0.00,0
1763325792,2,200,0,0,149,0,0,0.00,0
1763325797,2,200,0,0,149,0,0,0.00,0
1763325802,2,200,0,0,149,0,0,0.00,0
1763325807,2,200,0,0,149,0,0,0.00,0
1763325812,2,200,0,0,149,0,0,0.00,0
1763325817,2,200,0,0,149,0,0,0.00,0
1763325822,2,200,0,0,149,0,0,0.00,0
1763325827,2,200,0,0,149,0,0,0.00,0
1763325832,2,200,0,0,149,0,0,0.00,0
1763325837,2,200,0,0,149,0,0,0.00,0
1763325842,2,200,0,0,149,0,0,0.00,0
1763325847,2,200,0,0,149,0,0,0.00,0
1763325852,2,200,0,0,149,0,0,0.00,0
1763325857,2,200,0,0,149,0,0,0.00,0
1763325862,2,200,0,0,149,0,0,0.00,0
1763325867,2,200,0,0,149,0,0,0.00,0
1763325872,2,200,0,0,149,0,0,0.00,0
1763325877,2,200,0,0,149,0,0,0.00,0
1763325882,2,200,0,0,149,0,0,0.00,0
1763325900,2,0,0,0,0,0,0,0.00,0
1763325905,2,0,0,0,51,0,0,0.00,0
1763325910,2,0,0,0,105,0,0,0.00,0
1763325915,2,0,0,0,105,0,0,0.00,0
1763325920,2,0,0,0,105,0,0,0.00,0
1763325925,2,0,0,0,105,0,0,0.00,0
1763325930,2,0,0,0,105,0,0,0.00,0
1763325935,2,0,0,0,105,0,0,0.00,0
1763325940,2,0,0,0,105,0,0,0.00,0
1763325945,2,0,0,0,105,0,0,0.00,0
1763325950,2,0,0,0,105,0,0,0.00,0
1763326082,2,0,0,0,0,0,0,0.00,0
1763326087,2,200,0,1,0,100,100,0.53,100
1763326092,2,500,0,1,0,200,200,0.76,0
1763326097,2,800,0,1,0,300,300,1.23,0
1763326102,2,800,0,1,0,300,300,1.23,0
1763326107,2,800,0,1,0,300,300,1.23,0
1763326112,2,800,0,1,0,300,300,1.23,0
1763326117,2,800,0,1,0,300,300,1.23,0
1763326122,2,800,0,1,0,300,300,1.23,0
1763326127,2,800,0,1,0,300,300,1.23,0
1763326132,2,800,0,1,0,300,300,1.23,0
1763326137,2,800,0,1,0,300,300,1.23,0
1763326142,2,800,0,1,0,300,300,1.23,0
1763326147,2,800,0,1,0,300,300,1.23,0
1763326152,2,800,0,1,0,300,300,1.23,0
1763326157,2,800,0,1,0,300,300,1.23,0
1763326162,2,800,0,1,0,300,300,1.23,0
1763326167,2,800,0,1,0,300,300,1.23,0
1763326172,2,800,0,1,0,300,300,1.23,0
1763326177,2,800,0,1,0,300,300,1.23,0
1763326182,2,800,0,1,0,300,300,1.23,0
1763326187,2,800,0,1,0,300,300,1.23,0
1763326192,2,800,0,1,0,300,300,1.23,0
1763326197,2,800,0,1,0,300,300,1.23,0
1763326202,2,800,0,1,0,300,300,1.23,0
1763326207,2,800,0,1,0,300,300,1.23,0
1763326212,2,800,0,1,0,300,300,1.23,0
1763326423,2,0,0,0,0,0,0,0.00,0
1763326428,2,0,0,0,0,0,0,0.00,0
1763326433,2,0,0,0,0,0,0,0.00,0
1763326438,2,0,0,0,3,0,0,0.00,0
1763326443,2,0,0,0,69,0,0,0.00,0
1763326448,2,0,0,0,124,0,0,0.00,0
1763326453,2,0,0,0,172,0,0,0.00,0
1763326458,2,0,0,0,172,0,0,0.00,0
1763326463,2,0,0,0,172,0,0,0.00,0
1763326468,2,0,0,0,172,0,0,0.00,0
1763326473,2,0,0,0,172,0,0,0.00,0
1763326478,2,0,0,0,172,0,0,0.00,0
1763326483,2,0,0,0,172,0,0,0.00,0
1763326488,2,0,0,0,172,0,0,0.00,0
1763326493,2,0,0,0,172,0,0,0.00,0
1763326498,2,0,0,0,172,0,0,0.00,0
1763326503,2,0,0,0,172,0,0,0.00,0
1763326508,2,0,0,0,172,0,0,0.00,0
1763326513,2,0,0,0,172,0,0,0.00,0
1763326518,2,0,0,0,172,0,0,0.00,0
1763326523,2,0,0,0,172,0,0,0.00,0
1763326528,2,0,0,0,172,0,0,0.00,0
1763326533,2,0,0,0,172,0,0,0.00,0
1763326538,2,0,0,0,172,0,0,0.00,0
1763326543,2,0,0,0,172,0,0,0.00,0
1763326548,2,0,0,0,172,0,0,0.00,0
1763326553,2,0,0,0,172,0,0,0.00,0
1763326558,2,0,0,0,172,0,0,0.00,0
1763326563,2,0,0,0,172,0,0,0.00,0
1763326568,2,0,0,0,172,0,0,0.00,0
1763326573,2,0,0,0,172,0,0,0.00,0
1763326578,2,0,0,0,172,0,0,0.00,0
1763326583,2,0,0,0,172,0,0,0.00,0
1763326588,2,0,0,0,172,0,0,0.00,0
1763326593,2,0,0,0,172,0,0,0.00,0
1763326598,2,0,0,0,172,0,0,0.00,0
1763326603,2,0,0,0,172,0,0,0.00,0
1763326608,2,0,0,0,172,0,0,0.00,0
1763326613,2,0,0,0,172,0,0,0.00,0
1763326618,2,0,0,0,172,0,0,0.00,0
1763326623,2,0,0,0,172,0,0,0.00,0
1763326628,2,0,0,0,172,0,0,0.00,0
1763326633,2,0,0,0,172,0,0,0.00,0
1763326638,2,0,0,0,172,0,0,0.00,0
1763326643,2,0,0,0,172,0,0,0.00,0
1763326648,2,0,0,0,172,0,0,0.00,0
1763326653,2,0,0,0,172,0,0,0.00,0
1763326658,2,0,0,0,172,0,0,0.00,0
1763326663,2,0,0,0,172,0,0,0.00,0
1763326668,2,0,0,0,172,0,0,0.00,0
1763326673,2,0,0,0,172,0,0,0.00,0
1763326678,2,0,0,0,172,0,0,0.00,0
1763326683,2,0,0,0,172,0,0,0.00,0
1763326688,2,0,0,0,172,0,0,0.00,0
1763326693,2,0,0,0,172,0,0,0.00,0
1763326698,2,0,0,0,172,0,0,0.00,0
1763326703,2,0,0,0,172,0,0,0.00,0
1763326708,2,0,0,0,172,0,0,0.00,0
1763326713,2,0,0,0,172,0,0,0.00,0
1763326718,2,0,0,0,172,0,0,0.00,0
1763326723,2,0,0,0,172,0,0,0.00,0
1763326728,2,0,0,0,172,0,0,0.00,0
1763326733,2,0,0,0,172,0,0,0.00,0
1763326738,2,0,0,0,172,0,0,0.00,0
1763326743,2,0,0,0,172,0,0,0.00,0
1763326748,2,0,0,0,172,0,0,0.00,0
1763326753,2,0,0,0,172,0,0,0.00,0
1763326758,2,0,0,0,172,0,0,0.00,0
1763326763,2,0,0,0,172,0,0,0.00,0
1763326768,2,0,0,0,172,0,0,0.00,0
1763326773,2,0,0,0,172,0,0,0.00,0
1763326778,2,0,0,0,172,0,0,0.00,0
1763326783,2,0,0,0,172,0,0,0.00,0
1763326788,2,0,0,0,172,0,0,0.00,0
1763326793,2,0,0,0,172,0,0,0.00,0
1763326798,2,0,0,0,172,0,0,0.00,0
1763326803,2,0,0,0,172,0,0,0.00,0
1763326808,2,0,0,0,172,0,0,0.00,0
1763326813,2,0,0,0,172,0,0,0.00,0
1763326818,2,0,0,0,172,0,0,0.00,0
1763326823,2,0,0,0,172,0,0,0.00,0
1763326828,2,0,0,0,172,0,0,0.00,0
1763326833,2,0,0,0,172,0,0,0.00,0
1763326838,2,0,0,0,172,0,0,0.00,0
1763326843,2,0,0,0,172,0,0,0.00,0
1763326848,2,0,0,0,172,0,0,0.00,0
1763326853,2,0,0,0,172,0,0,0.00,0
1763326858,2,0,0,0,172,0,0,0.00,0
1763326863,2,0,0,0,172,0,0,0.00,0
1763326868,2,0,0,0,172,0,0,0.00,0
1763326873,2,0,0,0,172,0,0,0.00,0
1763326878,2,0,0,0,172,0,0,0.00,0
1763327039,2,0,0,0,0,0,0,0.00,0
1763327044,2,0,0,1,0,0,0,0.00,0
1763327049,2,0,0,1,0,0,0,0.00,0
1763327054,2,0,0,1,0,0,0,0.00,0
1763327059,2,0,0,1,0,0,0,0.00,0
1763327064,2,0,0,1,0,0,0,0.00,0
1763327069,2,0,0,1,0,0,0,0.00,0
1763327074,2,0,0,1,0,0,0,0.00,0
1763327079,2,0,0,1,0,0,0,0.00,0
1763327084,2,0,0,1,0,0,0,0.00,0
1763327089,2,0,0,1,0,0,0,0.00,0
1763327094,2,0,0,1,0,0,0,0.00,0
1763327099,2,0,0,1,0,0,0,0.00,0
1763327104,2,0,0,1,0,0,0,0.00,0
1763327109,2,0,0,1,0,0,0,0.00,0
1763327114,2,0,0,1,0,0,0,0.00,0
1763327119,2,0,0,1,0,0,0,0.00,0
1763327124,2,0,0,1,0,0,0,0.00,0
1763327129,2,0,0,1,0,0,0,0.00,0
1763327134,2,0,0,1,0,0,0,0.00,0
1763327139,2,0,0,1,0,0,0,0.00,0
1763327144,2,0,0,1,0,0,0,0.00,0
1763327149,2,0,0,1,0,0,0,0.00,0
1763327154,2,0,0,1,0,0,0,0.00,0
1763327159,2,0,0,1,0,0,0,0.00,0
1763327164,2,0,0,1,0,0,0,0.00,0
1763327169,2,0,0,1,0,0,0,0.00,0
1763327174,2,0,0,1,0,0,0,0.00,0
1763327179,2,0,0,1,0,0,0,0.00,0
1763327184,2,0,0,1,0,0,0,0.00,0
1763327189,2,0,0,1,0,0,0,0.00,0
1763327194,2,0,0,1,0,0,0,0.00,0
1763327199,2,0,0,1,0,0,0,0.00,0
1763327204,2,0,0,1,0,0,0,0.00,0
1763327209,2,0,0,1,0,0,0,0.00,0
1763327214,2,0,0,1,0,0,0,0.00,0
1763327219,2,0,0,1,0,0,0,0.00,0
1763327224,2,0,0,1,0,0,0,0.00,0
1763327229,2,0,0,1,0,0,0,0.00,0
1763327234,2,0,0,1,0,0,0,0.00,0
1763327239,2,0,0,1,0,0,0,0.00,0
1763327244,2,0,0,1,0,0,0,0.00,0
1763327249,2,0,0,1,0,0,0,0.00,0
1763327254,2,0,0,1,0,0,0,0.00,0
1763327259,2,0,0,1,0,0,0,0.00,0
1763327264,2,0,0,1,0,0,0,0.00,0
1763327269,2,0,0,1,0,0,0,0.00,0
1763327274,2,0,0,1,0,0,0,0.00,0
1763327279,2,0,0,1,0,0,0,0.00,0
1763327284,2,0,0,1,0,0,0,0.00,0
1763327289,2,0,0,1,0,0,0,0.00,0
1763327294,2,0,0,1,0,0,0,0.00,0
1763327299,2,0,0,1,0,0,0,0.00,0
1763327304,2,0,0,1,0,0,0,0.00,0
1763327309,2,0,0,1,0,0,0,0.00,0
1763327314,2,0,0,1,0,0,0,0.00,0
1763327319,2,0,0,1,0,0,0,0.00,0
1763327324,2,0,0,1,0,0,0,0.00,0
1763327329,2,0,0,1,0,0,0,0.00,0
1763327334,2,0,0,1,0,0,0,0.00,0
1763327339,2,0,0,1,0,0,0,0.00,0
1763327344,2,0,0,1,0,0,0,0.00,0
1763327349,2,40,0,1,0,20,20,0.04,0
1763327354,2,340,0,1,0,120,120,0.19,0
1763327359,2,640,0,1,0,220,220,0.80,0
1763327364,2,840,0,1,0,320,320,1.05,0
1763327369,2,840,0,1,0,320,320,1.05,0
1763327374,2,840,0,1,0,320,320,1.05,0
1763327379,2,840,0,1,0,320,320,1.05,0
1763327384,2,840,0,1,0,320,320,1.05,0
1763327389,2,840,0,1,0,320,320,1.05,0
1763327394,2,840,0,1,0,320,320,1.05,0
1763327399,2,840,0,1,0,320,320,1.05,0
1763327404,2,840,0,1,0,320,320,1.05,0
1763327409,2,840,0,1,0,320,320,1.05,0
1763327414,2,840,0,1,0,320,320,1.05,0
